seed,corruption,uniformity,LCFS_ACD,LCFS_ODD,ACD_alone,ODD_alone,ADD_alone
0,gaussian_noise,0.7867932251283121,0.6045694200351494,0.6858665457225466,0.567265718011225,0.6750949600317477,0.6167583196326323
1,gaussian_noise,0.7669528479043762,0.4523391812865497,0.4849122807017544,0.5243859649122807,0.5456140350877193,0.45730994152046783
2,gaussian_noise,0.7697660827796398,0.7266222551196646,0.709926803191052,0.5715108150341311,0.6716835266058063,0.6007895386133728
