seed,corruption,uniformity,LCFS_ACD,LCFS_ODD,ACD_alone,ODD_alone,ADD_alone
0,gaussian_noise,0.471,0.9365049634763064,0.94722794530811,0.5673815321221203,0.5885465442966847,0.970593744146844
1,gaussian_noise,0.476,0.9248293445184637,0.8721934369602763,0.6044082572579982,0.5387778600213833,0.9819886503824328
2,gaussian_noise,0.503,0.8633299197815327,0.9047192353643966,0.492020822665984,0.5819252432155658,0.9774278887182113
