seed,arch,corruption,gate,BFMP_AUROC,BFMP_AUPR,FHR_MAE,FHR_RMSE,FHR_R2,MCD_AUROC,DE_AUROC,ODIN_AUROC,AE_AUROC,ABL_ESS,ABL_ADD,ABL_ODD,ABL_NAIVE,ABL_LCFS
4,cnn,snow,ODD,0.745906432748538,0.9790803601986495,0.4605877768993378,0.5854264294011551,-0.01907705005243865,0.5380116959064327,0.5044444444444445,0.5224561403508772,0.4484795321637427,0.5853801169590643,0.8029239766081872,0.5900584795321637,0.6562573099415204,0.745906432748538
0,cnn,frost,ODD,0.7380236974885198,0.9797166148463468,0.5048298034568628,0.6172562691271327,-0.17113285324865313,0.5344407279324224,0.512444016100686,0.5736436305913034,0.5039968252168491,0.6334259311752368,0.8198310561823232,0.622115766199898,0.7227167072963321,0.7380236974885198
1,cnn,frost,ODD,0.5882016036655211,0.982002711913407,0.37977658924957114,0.4886768176597636,-0.18539809666464335,0.4033982436044292,0.48004963726613215,0.46019473081328754,0.41103474608629254,0.4533218785796106,0.7926689576174112,0.46659030164184806,0.5737877052310042,0.5882016036655211
2,cnn,frost,ODD,0.6447204323425484,0.9676627610036339,0.53537950416406,0.6635814920936239,-0.1649559275236787,0.5526917480773228,0.501558927457909,0.5229162336312617,0.47214716275202656,0.5779463728954479,0.7538453543961754,0.5876117231344835,0.660153814175847,0.6447204323425484
3,cnn,frost,ODD,0.7435514312676943,0.9809294736550096,0.45416425342361133,0.5984439491459885,-0.36903273370852885,0.6374646115130543,0.573608052846807,0.6154451085246933,0.3521547656495753,0.6582258571877949,0.7585718779490405,0.653114186851211,0.700731362063542,0.7435514312676943
4,cnn,frost,ODD,0.7691983517512644,0.9758104122618485,0.6014606961111227,0.694996316632441,-0.18584220005835972,0.5066023599925079,0.5135324967222327,0.484290129237685,0.3943622401198726,0.6190297808578386,0.8016482487357183,0.6059655366173441,0.7043453830305301,0.7691983517512644
0,cnn,fog,ODD,0.8303304347826085,0.9895282586786613,0.4855763096610705,0.5898265158939844,-0.3014757696229817,0.6520347826086956,0.6151652173913043,0.5963478260869565,0.48709565217391304,0.7304347826086957,0.8153043478260869,0.7306434782608695,0.8010434782608696,0.8303304347826085
1,cnn,fog,ODD,0.6932457786116324,0.9787261874664143,0.3681189841032028,0.549679075605911,-0.04192642454910889,0.47440364513535244,0.5834226748860895,0.46602787456445993,0.4344679710533369,0.5580943446797105,0.8741624229429108,0.5641248994907532,0.7378718842133476,0.6932457786116324
2,cnn,fog,ODD,0.5900884955752213,0.9578565150612128,0.6019402367870013,0.6983260462310966,-0.3138945640051496,0.4851580278128951,0.4760556257901391,0.48983565107458915,0.3923135271807839,0.5518078381795196,0.7613653603034134,0.5500884955752212,0.6421744627054362,0.5900884955752213
3,cnn,fog,ODD,0.78046783625731,0.9756040083186244,0.45835718830426536,0.6005201500358666,-0.1126663942584003,0.6876023391812867,0.46923976608187135,0.6359941520467836,0.45403508771929824,0.6367836257309941,0.8111111111111111,0.6371345029239766,0.7219005847953218,0.78046783625731
4,cnn,fog,ODD,0.8109145756204579,0.9820194688155646,0.5864732303718726,0.6861909042866455,-0.1866712257095906,0.4502948032359797,0.3848896201837378,0.4646007587184058,0.4879107820284291,0.6168929110105581,0.8455596690890809,0.6260340966223319,0.7292837881073175,0.8109145756204579
0,cnn,brightness,ODD,0.7506051936619718,0.9772790342457647,0.539742403080066,0.6593432932775865,-0.2540492169043662,0.5836817781690141,0.39535651408450706,0.631409551056338,0.638699383802817,0.6625770246478874,0.8110695422535211,0.6658780809859156,0.7309639084507042,0.7506051936619718
1,cnn,brightness,ODD,0.5866379310344827,0.971035103627881,0.4524377582470576,0.565405773465714,-0.43186473307135875,0.5378448275862069,0.5259482758620689,0.6138793103448276,0.5481896551724137,0.4807758620689655,0.8225,0.46422413793103445,0.5613793103448276,0.5866379310344827
2,cnn,brightness,ODD,0.5883205132627368,0.9412994322006152,0.6962639587124189,0.8069587555257953,-0.21997583173622748,0.45310613638715463,0.47104273740126246,0.4990859232175503,0.5410989617467489,0.43920527060122105,0.7903832223793592,0.44524162671173806,0.5537753095788348,0.5883205132627368
3,cnn,brightness,ODD,0.7949175007998538,0.9777461061611259,0.583224668254455,0.7177634017522501,-0.280500060910295,0.6147904383198501,0.5293203528497646,0.5752776635129576,0.5731066319301613,0.6059234882764296,0.8598199186434481,0.6141505553270259,0.7032542620777914,0.7949175007998538
4,cnn,brightness,ODD,0.7549090909090908,0.9680729512755116,0.73047590042154,0.8176929763556567,-0.3069300898020584,0.4715636363636363,0.5028727272727272,0.5130181818181818,0.4824,0.5650909090909091,0.7923272727272728,0.5693454545454546,0.6557818181818181,0.7549090909090908
0,cnn,contrast,ODD,0.6080260893196848,0.9804746535900277,0.4659570608039697,0.5561156630624681,-0.3942003988833278,0.5388169218226289,0.6881963946009603,0.5957967207174564,0.45493251200289886,0.5168040583386176,0.8022465803061871,0.4998641181266419,0.6649153002989401,0.6080260893196848
1,cnn,contrast,ODD,0.60893165556378,0.9784957043516053,0.3199243025978406,0.4836272216847681,-0.09319568237990783,0.3764289826465993,0.3254379471996052,0.28509745867258823,0.4340817501439263,0.6314664034871289,0.7890451517394523,0.6140307591084794,0.7563121967267046,0.60893165556378
2,cnn,contrast,ODD,0.6551418439716312,0.9636614523308897,0.5686334245403608,0.6672975481223138,-0.22019384496912342,0.4638002364066194,0.4559200157604412,0.37704393223010246,0.42715721040189125,0.5688041765169424,0.7818656422379826,0.5754038613081166,0.6775019700551616,0.6551418439716312
3,cnn,contrast,ODD,0.63597043095313,0.9751812363908176,0.31200704174737137,0.46083731763356817,-0.016669840379425427,0.6222082415854042,0.45124252909720036,0.5395564642969487,0.4745202893991821,0.5018873859704309,0.8874646115130543,0.5099087763447625,0.7069833280905945,0.63597043095313
4,cnn,contrast,ODD,0.7919940142162364,0.9822306607862452,0.5788858167330424,0.6652273250651383,-0.3122291015518013,0.5268558601891935,0.5288333066110844,0.48658543102987545,0.4580193469082358,0.5825984714873603,0.8816204371759927,0.610817166372722,0.6968360857249747,0.7919940142162364
0,cnn,elastic_transform,ODD,0.8579652931984538,0.9940944439583851,0.3825233122209708,0.5160786292268753,-0.1148997041405655,0.5194506127148615,0.4526688050004112,0.5801875154206761,0.5431367711160457,0.6525207665104038,0.8131425281684349,0.6521095484826055,0.7521177728431615,0.8579652931984538
1,cnn,elastic_transform,ODD,0.6220083888477672,0.9751171030745011,0.4192224789162477,0.5417033372944735,-0.1468695598674341,0.5248786906817995,0.3432025660004935,0.5285796529319846,0.5424788222715684,0.564849082983798,0.8119911176905996,0.5831894070236039,0.6536310551854594,0.6220083888477672
2,cnn,elastic_transform,ODD,0.6234148550724637,0.9454676075770849,0.5880242720743021,0.7305047421749892,-0.07516487221471513,0.4978864734299516,0.5338164251207729,0.5321746678743962,0.5637832125603864,0.5652551328502415,0.7087484903381642,0.5690292874396136,0.6491923309178744,0.6234148550724637
3,cnn,elastic_transform,ODD,0.695513014070898,0.9792746697576289,0.5249783787628015,0.6334001957094582,-0.28059379746170343,0.5093906636874208,0.5445981037502264,0.5091189081466272,0.5291382329850837,0.5308291563500211,0.7907482335889848,0.5424844495440546,0.6403466392898122,0.695513014070898
4,cnn,elastic_transform,ODD,0.757719298245614,0.9809531916507996,0.5194050340851148,0.6244355806202694,-0.22831951595696753,0.567953216374269,0.49029239766081867,0.6306432748538011,0.4990058479532164,0.6313450292397661,0.810409356725146,0.6309941520467836,0.7190350877192984,0.757719298245614
0,cnn,pixelate,ODD,0.8133183688739244,0.9829822949043436,0.5375911511480809,0.6397794782118011,-0.23685872504320482,0.5208166319277431,0.4954304954304954,0.5548340548340548,0.49847683181016517,0.6417615306504194,0.7936507936507937,0.6464112019667575,0.6852386296830741,0.8133183688739244
1,cnn,pixelate,ODD,0.7276021378748077,0.9868249273378276,0.32897541518012685,0.47387277727979304,-0.035467039705795456,0.4847359362261075,0.45964308361264616,0.5045746897363892,0.44976900081529125,0.4714195126370142,0.8334088232629766,0.48328652957695445,0.5963402482108887,0.7276021378748077
2,cnn,pixelate,ODD,0.7157142857142857,0.9651930042009083,0.5256584670643012,0.6645978307799725,-0.08334866022061083,0.5534821428571428,0.5230803571428572,0.5700669642857144,0.4911160714285714,0.5679017857142856,0.7663392857142857,0.5587946428571428,0.60921875,0.7157142857142857
3,cnn,pixelate,ODD,0.7316308470290771,0.9725245546435466,0.47380287557840345,0.6317235977911312,-0.09837074497111242,0.5839696586599241,0.5082680151706701,0.5287484197218711,0.6032364096080911,0.6213906447534766,0.8053603034134007,0.6290771175726928,0.6640960809102402,0.7316308470290771
4,cnn,pixelate,ODD,0.779406255853156,0.9793732401097481,0.6050910399854184,0.7066191064421368,-0.26903929691388395,0.5169507398389211,0.49171193107323474,0.5802350627458326,0.4673628020228507,0.6221670724854842,0.7994006368233751,0.6165012174564525,0.6998267465817568,0.779406255853156
0,cnn,jpeg_compression,ODD,0.7194394394394394,0.9532501993342336,0.5634907964368662,0.6913784071089148,-0.05133509279703419,0.5270470470470471,0.48964964964964974,0.5649249249249249,0.5383383383383383,0.5352952952952954,0.8514914914914915,0.5275275275275275,0.6384184184184185,0.7194394394394394
1,cnn,jpeg_compression,ODD,0.6757158554715275,0.9770757729583881,0.40839468384782474,0.5677580986348081,-0.08780297043981,0.5655743003037942,0.5380389115118609,0.6413289380130567,0.5226552905435977,0.5929804149699438,0.7737702798784825,0.586775256932325,0.6745523883394738,0.6757158554715275
2,cnn,jpeg_compression,ODD,0.788914323086985,0.9694839339133043,0.575604028403759,0.7047898633287134,-0.0702541866505848,0.4810333551340746,0.48042020928711576,0.5294718770438195,0.5398953564421191,0.5438603662524525,0.8353499018966645,0.5550604970568999,0.6386731523871813,0.788914323086985
3,cnn,jpeg_compression,ODD,0.8263839285714285,0.9819932841707592,0.5492061757047971,0.6830644793842903,-0.09800784362641846,0.6050446428571429,0.5899107142857143,0.5579910714285714,0.5657589285714285,0.5832142857142857,0.8416964285714285,0.5929464285714285,0.6760491071428573,0.8263839285714285
4,cnn,jpeg_compression,ODD,0.7294384571752693,0.9611287057823324,0.5905167593061924,0.7195034130647564,-0.19100108070897703,0.5171255290370436,0.5151620925869367,0.5544090056285178,0.4755443082158908,0.5894672542432043,0.795933504952223,0.5957502508835464,0.6827523015838388,0.7294384571752693
