seed,arch,dataset,BFMP_AUROC,BFMP_AUPR,FHR_MAE,FHR_RMSE,FHR_R2,MCD_AUROC,MCD_AUPR,ODIN_AUROC,ODIN_AUPR,AE_AUROC,AE_AUPR,ABL_ESS,ABL_ADD,ABL_ODD,ABL_NAIVE,ABL_LCFS
0,cnn,cifar10c,0.8140588199770518,0.9836148948207905,0.4461904763182004,0.5509072822252385,0.01368016159632146,0.5110273459449335,0.9371553851986507,0.5686692264469002,0.9473327743056275,0.4926133171005806,0.9410753875708031,0.6920707772208468,0.8356180928800049,0.6833142097952775,0.7590736155564949,0.8140588199770518
1,cnn,cifar10c,0.758092862407166,0.9792644946069187,0.37798225005467734,0.5397435854606442,0.09275746592506684,0.43719417146729916,0.9387011491523276,0.5013283632666892,0.9504504051043539,0.5546323280243984,0.9458052558950618,0.550031180905947,0.8357616644934521,0.5408469867906345,0.6185441351550542,0.758092862407166
2,cnn,cifar10c,0.8271728271728271,0.9860233906542901,0.4476635654767354,0.5700076860360205,-0.07907260757269508,0.569070510872604,0.9543922655928367,0.5182020396008314,0.946158789122561,0.48396154173402534,0.9437761583722512,0.731456043956044,0.8660714285714286,0.7385114885114885,0.7942994505494506,0.8271728271728271
3,cnn,cifar10c,0.753185578839302,0.9823727348783771,0.39831323569019633,0.584495545360098,-0.06436651622649192,0.7136714550962573,0.9788022067689554,0.5687621281288828,0.9618148087954246,0.554089709762533,0.9576279672498005,0.6658010749441391,0.8608007729935383,0.6692131167341023,0.7222658373090163,0.753185578839302
4,cnn,cifar10c,0.7768230041764678,0.9712599866342191,0.5512139178812504,0.6804644216503165,-0.1264839228753767,0.5308110027946276,0.9194295584954839,0.5192352627791122,0.9071234185543687,0.5469058145077623,0.9304855812715832,0.5603187557006384,0.821275982910086,0.5593586481685948,0.632950890499736,0.7768230041764678
